time_sequence,contributor,grant,amount,flag
168,0cb9419207,Conviction Voting cadCAD Model Improvements: 1Hive Luna Swarm 🐝,0.9499999999999998,0
169,0cb9419207,Ethereum Swarm,1.8999999999999997,0
170,ff734df6f7,beaconcha.in - Open source Eth2 blockchain explorer,1.8999999999999997,0
171,ff734df6f7,ArchiveNode.io - The Public Access Ethereum Archive Node,4.75,0
172,ff734df6f7,"Trickle - Your Hourly Pay, Cryptographically Secured",8.55,0
173,0cb9419207,Minerva Wallet (lab10 collective - Panvala League),4.75,0
174,0cb9419207,The Commons Stack: Iteration 0,0.9499999999999998,0
175,43da4d6a6b,The Daily Gwei by Anthony Sassano (sassal0x),1.0,0
176,d5f154d301,EtherDrops,27.115603551237502,0
177,0cb9419207,cadCAD: Computer Aided Design for Complex Systems,0.9499999999999998,0
178,0cb9419207,OpenEthereum (Ex-Parity client),0.9499999999999998,0
179,d67913f951,EtherDrops,51.37693304445,0
180,8e3b4a0433,ArchiveNode.io - The Public Access Ethereum Archive Node,0.09999999999999999,0
181,5535acf639,EtherDrops,10.846241420495,0
182,514ebc8db4,EtherDrops,54.231207102475004,0
183,e888493176,The Daily Ape,5.4231207102475,0
184,e888493176,Rekt- The dark web of DeFi journalism,5.4231207102475,0
185,e888493176,Coin Center is educating policy makers about public blockchains,5.4231207102475,0
186,65ee3b6343,web3swift - Elegant Web3 functionality in Swift,5.4231207102475,0
187,65ee3b6343,WalletConnect,5.4231207102475,0
188,30ef3fe9cf,EtherDrops,47.5,0
189,9cc5845f36,EtherDrops,5.70854811605,0
190,b777cec840,Vocdoni - Decentralized anonymous voting,114.0,0
191,e0f751533d,"Ethereum Is Growing & So Are We! 200k Followers, 10M Views & 1000+ Episodes. We Cover All Aspects Of Ethereum!",4.75,0
192,016cacb76e,EtherDrops,5.4231207102475,0
193,32b19c5dd3,EtherDrops,3.4217037407603703,0
194,879b1b20ce,EtherDrops,5.4231207102475,0
195,8c7ff02465,DAppNode - Panvala League,5.70854811605,0
196,2f9cfbdaa3,DAppChaser,4.75,0
197,f623f0b881,StablePay🙏🙏🏻,0.9499999999999998,0
198,f623f0b881,Democracy Earth Foundation,0.9499999999999998,0
199,f623f0b881,Kickback,0.9499999999999998,0
200,f623f0b881,Almonit,0.9499999999999998,0
201,f623f0b881,Umbra:  Privacy Preserving Stealth Payments,0.9499999999999998,0
202,f623f0b881,Ethereum Swarm,0.9499999999999998,0
203,f623f0b881,Idena: The first Proof-of-Person blockchain,0.9499999999999998,0
204,f623f0b881,Giveth 2.0,0.9499999999999998,0
205,f623f0b881,The Commons Stack: Iteration 0,0.9499999999999998,0
206,f623f0b881,OpenEthereum (Ex-Parity client),0.9499999999999998,0
207,f623f0b881,Ethereum Magicians,0.9499999999999998,0
208,f623f0b881,DAppNode - Panvala League,0.9499999999999998,0
209,f623f0b881,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.9499999999999998,0
210,f623f0b881,The Ethereum 2.0 Annotated Specification,0.9499999999999998,0
211,f623f0b881,CREAM: Confidential Reliable Ethereum Anonymous Mixer,0.9499999999999998,0
212,f623f0b881,Vocdoni - Decentralized anonymous voting,0.9499999999999998,0
213,f623f0b881,EthCC by Ethereum France,0.9499999999999998,0
214,f623f0b881,Conviction Voting cadCAD Model Improvements: 1Hive Luna Swarm 🐝,0.9499999999999998,0
215,f623f0b881,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),0.9499999999999998,0
216,f623f0b881,Ethereum on ARM,0.9499999999999998,0
217,f623f0b881,"✨ DFAME empowers communities to funnel their content, monetize it, and share it anywhere.",0.9499999999999998,0
218,f623f0b881,beaconcha.in - Open source Eth2 blockchain explorer,0.9499999999999998,0
219,f623f0b881,EIP-1559 Community Fund,0.9499999999999998,0
220,69aa992990,EtherDrops,27.115603551237502,0
221,d0b4d86f4c,EtherDrops,0.9499999999999998,0
222,2140ca7d4d,@antiprosynth | antiprosynthesis.eth ⟠ Twitter account activity,19.0,0
223,2140ca7d4d,The Ethereum 2.0 Annotated Specification,19.0,0
224,2140ca7d4d,Ethereum Staking Guides (Ubuntu),19.0,0
225,2140ca7d4d,Nimbus,19.0,0
226,2140ca7d4d,Prysm by Prysmatic Labs,19.0,0
227,2140ca7d4d,DeFi Dad DeFi Tutorials on YouTube and Twitter,19.0,0
228,2140ca7d4d,Lodestar -Ethereum 2.0 Client,19.0,0
229,2140ca7d4d,Rotki - The portfolio tracker and accounting tool that protects your privacy,19.0,0
230,2140ca7d4d,EthHub - Ethereum Information Hub,19.0,0
231,2140ca7d4d,DAppNode - Panvala League,19.0,0
232,2140ca7d4d,Tornado.cash,19.0,0
233,2140ca7d4d,ETH2 Staking Guides by CoinCashew,19.0,0
234,2140ca7d4d,Lighthouse: Ethereum 2.0 Client,19.0,0
235,2140ca7d4d,ArchiveNode.io - The Public Access Ethereum Archive Node,19.0,0
236,2140ca7d4d,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,19.0,0
237,2140ca7d4d,Bankless,19.0,0
238,d7718f7b6d,LittleLoong,9.5,0
239,b780f6c065,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),1.8,0
240,d7718f7b6d,""" Secret Garden "" —Crypto Art Exhibition for Children with Autism",4.75,0
241,01d7c4717e,"Ethereum Is Growing & So Are We! 200k Followers, 10M Views & 1000+ Episodes. We Cover All Aspects Of Ethereum!",4.75,0
242,ac67781084,Minerva Wallet (lab10 collective - Panvala League),8.630139715908296,0
243,a6e564e4a6,EtherDrops,0.9499999999999998,0
244,b87605ff06,Ethereum Staking Guides (Ubuntu),0.9499999999999998,0
245,b87605ff06,ETH Colombia community growth 🇨🇴,0.9499999999999998,0
246,b87605ff06,WalletConnect,2.8499999999999996,0
247,b87605ff06,The Ethereum 2.0 Annotated Specification,0.9499999999999998,0
248,b87605ff06,/r/ethstaker,0.9499999999999998,0
249,b87605ff06,Spread blockchain knowledge to the Arab world,0.9499999999999998,0
250,b87605ff06,BeyondNFT,0.9499999999999998,0
251,b87605ff06,Gallerist by Collectorshub,0.9499999999999998,0
252,b87605ff06,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),1.8999999999999997,0
253,b87605ff06,Cryptoouf: A blog about DeFI,0.9499999999999998,0
254,b87605ff06,Finematics - DeFi Education,1.8999999999999997,0
255,b87605ff06,Rekt- The dark web of DeFi journalism,0.9499999999999998,0
256,b87605ff06,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.9499999999999998,0
257,b87605ff06,Gwei.cz - CZ/SK DeFi/Ethereum Community,23.75,0
258,b87605ff06,The Defiant,1.8999999999999997,0
259,b87605ff06,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.75,0
260,b87605ff06,POAP (Proof of Attendance Protocol),0.9499999999999998,0
261,b87605ff06,Gitcoin Developer Grant - Walid Mujahid وليد مجاهد,0.9499999999999998,0
262,b87605ff06,Git3,0.9499999999999998,0
263,b87605ff06,Avrit: The blockchain-based decentralized education system,0.9499999999999998,0
264,b87605ff06,Buck.Social,4.75,0
265,b87605ff06,Jolly Roger,0.9499999999999998,0
266,b87605ff06,"EthereumDev.io | Free tutorials for learning Solidity, DeFi programming and more since 2017",0.9499999999999998,0
267,b87605ff06,yfNFT,0.9499999999999998,0
268,b87605ff06,Chris Blec,1.8999999999999997,0
269,b87605ff06,Wallkanda,4.75,0
270,b87605ff06,Bankless,0.9499999999999998,0
271,b87605ff06,EthHub - Ethereum Information Hub,0.9499999999999998,0
272,b87605ff06,Zapper.fi,0.9499999999999998,0
273,33d5571b81,EtherDrops,27.115603551237502,0
274,4b2bf6624b,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.75,0
275,4b2bf6624b,Week in Ethereum News,4.75,0
276,4b2bf6624b,Ethereum Magicians,4.75,0
277,4b2bf6624b,@antiprosynth | antiprosynthesis.eth ⟠ Twitter account activity,4.75,0
278,4b2bf6624b,Zero Knowledge Podcast,4.75,0
279,cec03ea176,EtherDrops,54.231207102475004,0
280,4b2bf6624b,Lighthouse: Ethereum 2.0 Client,4.75,0
281,4b2bf6624b,Tornado.cash,4.75,0
282,2b79fd5bee,DAppChaser,95.0,0
283,ced6331866,EtherDrops,1.8999999999999997,0
284,609db448f2,/r/ethstaker,1.0846241420495,0
285,45ab7703b8,EtherDrops,2.947799761825,0
286,609db448f2,POAP (Proof of Attendance Protocol),1.0846241420495,0
287,88d0da0926,EtherDrops,190.0,0
288,b38f998ed2,ETH2 Staking Guides by CoinCashew,4.75,0
289,0f2a578129,EtherDrops,9.9,0
290,3c710b202d,Ethereum on ARM,1.9,0
291,3c710b202d,OrganicBlock - Redefining Urban Farming!,1.9,0
292,3c710b202d,Hardhat (formerly Buidler) by Nomic Labs,0.95,0
293,3c710b202d,Nifty Ink,0.95,0
294,3c710b202d,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.95,0
295,3c710b202d,POAP (Proof of Attendance Protocol),0.95,0
296,3c710b202d,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),0.95,0
297,3c710b202d,The Defiant,0.95,0
298,3c710b202d,ArchiveNode.io - The Public Access Ethereum Archive Node,0.95,0
299,3c710b202d,Bankless,0.95,0
300,3c710b202d,Nimbus,0.95,0
301,3c710b202d,BUIDL Honduras,1.9,0
302,3c710b202d,Buidl Guidl,1.9,0
303,e1484e9692,EtherDrops,5.600819547467499,0
304,426ddcfa69,EtherDrops,6.720983456961,0
305,51a9118551,EtherDrops,5.89559952365,0
306,87360ebebc,EtherDrops,11.201639094934999,0
307,a65e516ab5,coinosis - Earn crypto for sharing your knowledge,1.0,0
308,a65e516ab5,Conviction Voting cadCAD Model Improvements: 1Hive Luna Swarm 🐝,1.0,0
309,a65e516ab5,TokenEngineering Academy – Education for Web3 Crypto Economic System Designers,1.0,0
310,a65e516ab5,BUIDL Honduras,1.0,0
311,a65e516ab5,The Commons Stack: Iteration 0,1.0,0
312,8b5b3b6dcf,EtherDrops,9.5,0
313,7190ee4202,EtherDrops,11.201639094934999,0
314,ff734df6f7,Ethereum Magicians,4.75,0
315,ff734df6f7,/r/ethstaker,4.75,0
316,ff734df6f7,Bankless,4.75,0
317,ff734df6f7,DAOSquare,4.75,0
318,ff734df6f7,OrganicBlock - Redefining Urban Farming!,4.75,0
319,ff734df6f7,OpenEthereum (Ex-Parity client),4.75,0
320,ff734df6f7,"Trickle - Your Hourly Pay, Cryptographically Secured",4.75,0
321,ff734df6f7,DeFi Library,4.75,0
322,ff734df6f7,NFTfi,4.75,0
323,ff734df6f7,T3RN,4.75,0
324,885538412c,EtherDrops,99.75,0
325,ff734df6f7,Our Bible,2.85,0
326,ff734df6f7,Certy - Certify Original Digital Content on Ethereum Blockchain,4.75,0
327,ff734df6f7,Git3,4.75,0
328,bda7ca5a88,Open Reviews: A Web2 to Web3 Replication Protocol,5.600819547467499,0
329,564c2681fd,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),9.5,0
330,564c2681fd,beaconcha.in - Open source Eth2 blockchain explorer,4.75,0
331,564c2681fd,Nimbus,9.5,0
332,564c2681fd,Ethereum on ARM,9.5,0
333,564c2681fd,OpenEthereum (Ex-Parity client),4.75,0
334,564c2681fd,Nethermind,4.75,0
335,982ccb831c,DAppChaser,4.75,0
336,564c2681fd,ArchiveNode.io - The Public Access Ethereum Archive Node,4.75,0
337,ff734df6f7,LUKSO: The Blockchain For New Digital Lifestyle,4.75,0
338,ff734df6f7,ArchiveNode.io - The Public Access Ethereum Archive Node,4.75,0
339,ff734df6f7,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),4.75,0
340,ff734df6f7,HiBlock区块链社区 - hiblock community,4.75,0
341,ff734df6f7,WhalerDAO,4.75,0
342,297fff7d49,Bankless,4.75,0
343,297fff7d49,Our Network - Community Driven Analytics,4.75,0
344,297fff7d49,TokenizedTweets,4.75,0
345,297fff7d49,Coin Center is educating policy makers about public blockchains,4.75,0
346,297fff7d49,CryptoScamDB,4.75,0
347,297fff7d49,The Daily Gwei by Anthony Sassano (sassal0x),4.75,0
348,297fff7d49,Meta Gamma Delta - Panvala League,4.75,0
349,0bbd7c4413,EtherDrops,9.5,0
350,ff734df6f7,LockEth,28.5,0
351,ff734df6f7,beaconcha.in - Open source Eth2 blockchain explorer,4.75,0
352,ff734df6f7,StayBit,4.75,0
353,297fff7d49,""" Secret Garden "" —Crypto Art Exhibition for Children with Autism",4.75,0
354,297fff7d49,Shenanigan,4.75,0
355,af1d5cb149,EtherDrops,0.95,0
356,0c63e205dc,EtherDrops,47.5,0
357,17e796c7ae,The Daily Gwei by Anthony Sassano (sassal0x),4.75,0
358,f6cfd0bed3,Developing the Certified Ethereum Professional Exam & Certification (non-profit),4.75,0
359,d3b9188a6e,EtherDrops,1.9602868416136248,0
360,189424a910,EtherDrops,99.99999999999999,0
361,17be5ef2ed,DAppChaser,4.75,0
362,854e08f4c3,EtherDrops,2.8004097737337497,0
363,cf692ccb2a,"Ethereum Is Growing & So Are We! 200k Followers, 10M Views & 1000+ Episodes. We Cover All Aspects Of Ethereum!",2.2403278189869997,0
364,579b951700,Buidl Guidl,5.7,0
365,579b951700,Umbra:  Privacy Preserving Stealth Payments,5.7,0
366,579b951700,/r/ethstaker,5.7,0
367,f42a95b149,EtherDrops,28.0040977373375,0
368,8f5bae8220,ArchiveNode.io - The Public Access Ethereum Archive Node,3.8,0
369,8f5bae8220,The Defiant,2.85,0
370,8f5bae8220,Ethereum Magicians,4.75,0
371,8f5bae8220,/r/ethstaker,4.75,0
372,8f5bae8220,beaconcha.in - Open source Eth2 blockchain explorer,4.75,0
373,8f5bae8220,The Ethereum 2.0 Annotated Specification,4.75,0
374,8f5bae8220,StayBit,2.85,0
375,8f5bae8220,Nimbus,4.75,0
376,8f5bae8220,POAP (Proof of Attendance Protocol),4.75,0
377,8f5bae8220,EthHub - Ethereum Information Hub,4.75,0
378,8f5bae8220,Nethermind,4.75,0
379,8f5bae8220,Buidl Guidl,2.85,0
380,8f5bae8220,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,4.75,0
381,8f5bae8220,LockEth,3.8,0
382,8f5bae8220,Ethereum Staking Guides (Ubuntu),1.9,0
383,8f5bae8220,Week in Ethereum News,4.75,0
384,8f5bae8220,Ethereum.cn,1.9,0
385,8f5bae8220,CryptoScamDB,1.9,0
386,8f5bae8220,Umbra:  Privacy Preserving Stealth Payments,4.75,0
387,8f5bae8220,The MoonMath Manual to zk-SNARKs,1.9,0
388,8f5bae8220,ETH2 Staking Guides by CoinCashew,2.85,0
389,8f5bae8220,defiprime.com,2.85,0
390,8f5bae8220,Ethereum for Farsi speaking population,2.85,0
391,8f5bae8220,Tenderize,2.85,0
392,8f5bae8220,Zapper.fi,3.8,0
393,ff4528ef4c,Open Reviews: A Web2 to Web3 Replication Protocol,3.9228084000000005,0
394,9e3b5a3036,Matic Mitra [Panvala League],2.6144573001833713,0
395,7fc48c0a74,EtherDrops,8.40122932120125,0
396,2ce4869e36,EthCC by Ethereum France,4.75,0
397,2ce4869e36,Furucombo - Build your own DeFi legos into one transaction without knowing how to code.,4.75,0
398,2ce4869e36,Snapshot,4.75,0
399,2ce4869e36,Our Network - Community Driven Analytics,4.75,0
400,aaced52b6b,EtherDrops,5.600819547467499,0
401,5df67ec94e,Developing the Certified Ethereum Professional Exam & Certification (non-profit),49.99999999999999,0
402,dbf2031590,DAppChaser,9.0,0
403,cd4cc8ef58,EtherDrops,20.71,0
404,29e580727e,Bankless,0.95,0
405,29e580727e,Prettier Solidity,0.95,0
406,29e580727e,Ethereum Magicians,0.95,0
407,29e580727e,The Defiant,0.95,0
408,29e580727e,ArchiveNode.io - The Public Access Ethereum Archive Node,0.95,0
409,29e580727e,APY.Vision,0.95,0
410,29e580727e,Fuzzing @ Home - helping find bugs in ETH 2.0 clients,0.95,0
411,29e580727e,Nethermind,0.95,0
412,29e580727e,Furucombo - Build your own DeFi legos into one transaction without knowing how to code.,0.95,0
413,29e580727e,EthHub - Ethereum Information Hub,0.95,0
414,29e580727e,Buidl Guidl,0.95,0
415,29e580727e,Hardhat (formerly Buidler) by Nomic Labs,0.95,0
416,29e580727e,Almonit,0.95,0
417,29e580727e,EIP-1559 Community Fund,0.95,0
418,29e580727e,WalletConnect,0.95,0
419,29e580727e,@antiprosynth | antiprosynthesis.eth ⟠ Twitter account activity,0.95,0
420,29e580727e,Feel the yearn,0.95,0
421,29e580727e,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.95,0
422,29e580727e,beaconcha.in - Open source Eth2 blockchain explorer,0.95,0
423,29e580727e,/r/ethstaker,0.95,0
424,29e580727e,DAppNode - Panvala League,0.95,0
425,29e580727e,OpenEthereum (Ex-Parity client),0.95,0
426,29e580727e,Nifty Ink,0.95,0
